id,hora_inicio,hora_fin,nota
30064,24 de mayo de 2021  13:36,24 de mayo de 2021  13:39,"100,00"
33201,24 de mayo de 2021  13:48,24 de mayo de 2021  13:56,"100,00"
34102,24 de mayo de 2021  13:52,24 de mayo de 2021  13:53,"66,67"
33268,24 de mayo de 2021  13:52,24 de mayo de 2021  13:55,"83,33"
34102,24 de mayo de 2021  13:56,24 de mayo de 2021  13:58,"50,00"
34102,24 de mayo de 2021  14:02,24 de mayo de 2021  14:03,"83,33"
29915,24 de mayo de 2021  14:02,24 de mayo de 2021  14:09,"66,67"
34102,24 de mayo de 2021  14:04,24 de mayo de 2021  14:06,"100,00"
34384,24 de mayo de 2021  14:23,24 de mayo de 2021  14:30,"66,67"
33870,24 de mayo de 2021  15:44,24 de mayo de 2021  15:44,"83,33"
32782,24 de mayo de 2021  15:52,24 de mayo de 2021  16:12,"100,00"
33327,24 de mayo de 2021  15:55,24 de mayo de 2021  15:57,"83,33"
33327,24 de mayo de 2021  15:59,24 de mayo de 2021  16:01,"100,00"
32355,24 de mayo de 2021  16:14,24 de mayo de 2021  23:51,"83,33"
26859,24 de mayo de 2021  16:40,24 de mayo de 2021  16:45,"83,33"
34675,24 de mayo de 2021  18:09,24 de mayo de 2021  18:16,"83,33"
33420,24 de mayo de 2021  19:24,24 de mayo de 2021  19:30,"50,00"
30804,24 de mayo de 2021  20:49,24 de mayo de 2021  21:18,"83,33"
34609,24 de mayo de 2021  22:31,24 de mayo de 2021  22:34,"66,67"
29859,24 de mayo de 2021  22:39,24 de mayo de 2021  22:44,"83,33"
26228,24 de mayo de 2021  23:07,24 de mayo de 2021  23:09,"100,00"
26505,24 de mayo de 2021  23:10,24 de mayo de 2021  23:15,"100,00"
12290,24 de mayo de 2021  23:19,24 de mayo de 2021  23:20,"83,33"
34417,24 de mayo de 2021  23:28,24 de mayo de 2021  23:29,"33,33"
28346,24 de mayo de 2021  23:28,24 de mayo de 2021  23:34,"33,33"
28346,24 de mayo de 2021  23:34,24 de mayo de 2021  23:37,"66,67"
33554,24 de mayo de 2021  23:49,24 de mayo de 2021  23:58,"66,67"
33554,24 de mayo de 2021  23:59,25 de mayo de 2021  00:03,"83,33"
33554,25 de mayo de 2021  00:04,25 de mayo de 2021  00:10,"50,00"
32826,25 de mayo de 2021  00:13,25 de mayo de 2021  00:14,"83,33"
33554,25 de mayo de 2021  00:13,25 de mayo de 2021  00:15,"66,67"
33554,25 de mayo de 2021  00:16,25 de mayo de 2021  00:19,"66,67"
33554,25 de mayo de 2021  00:19,25 de mayo de 2021  00:22,"100,00"
29200,25 de mayo de 2021  00:27,25 de mayo de 2021  00:32,"83,33"
33301,25 de mayo de 2021  01:27,25 de mayo de 2021  01:28,"100,00"
33468,25 de mayo de 2021  01:32,25 de mayo de 2021  01:40,"100,00"
32660,25 de mayo de 2021  01:41,1 de junio de 2021  01:50,"0,00"
32981,25 de mayo de 2021  01:57,25 de mayo de 2021  02:00,"66,67"
35009,25 de mayo de 2021  02:11,25 de mayo de 2021  02:16,"66,67"
32195,25 de mayo de 2021  02:42,25 de mayo de 2021  02:43,"100,00"
34058,25 de mayo de 2021  08:44,25 de mayo de 2021  08:45,"50,00"
