id,hora_inicio,hora_fin,nota
33401,24 de mayo de 2021  12:18,25 de mayo de 2021  17:16,"50,00"
34384,24 de mayo de 2021  13:11,24 de mayo de 2021  13:14,"100,00"
33268,24 de mayo de 2021  13:19,24 de mayo de 2021  13:21,"75,00"
30064,24 de mayo de 2021  13:19,24 de mayo de 2021  13:20,"100,00"
34465,24 de mayo de 2021  13:26,24 de mayo de 2021  13:28,"100,00"
34102,24 de mayo de 2021  13:30,24 de mayo de 2021  13:31,"100,00"
33327,24 de mayo de 2021  13:43,24 de mayo de 2021  13:44,"50,00"
33870,24 de mayo de 2021  13:44,24 de mayo de 2021  13:45,"75,00"
33327,24 de mayo de 2021  13:45,24 de mayo de 2021  13:46,"50,00"
33110,24 de mayo de 2021  13:50,24 de mayo de 2021  13:51,"100,00"
32231,24 de mayo de 2021  13:53,24 de mayo de 2021  13:54,"100,00"
32355,24 de mayo de 2021  13:53,24 de mayo de 2021  13:55,"100,00"
32965,24 de mayo de 2021  14:15,24 de mayo de 2021  14:16,"50,00"
26859,24 de mayo de 2021  14:49,24 de mayo de 2021  14:51,"75,00"
32721,24 de mayo de 2021  15:32,24 de mayo de 2021  15:33,"75,00"
34350,24 de mayo de 2021  15:33,24 de mayo de 2021  15:35,"100,00"
34350,24 de mayo de 2021  15:36,24 de mayo de 2021  15:38,"100,00"
32404,24 de mayo de 2021  15:41,24 de mayo de 2021  15:43,"100,00"
32184,24 de mayo de 2021  15:46,24 de mayo de 2021  15:47,"75,00"
33468,24 de mayo de 2021  15:48,24 de mayo de 2021  15:56,"100,00"
32280,24 de mayo de 2021  15:49,24 de mayo de 2021  15:51,"50,00"
32280,24 de mayo de 2021  15:52,24 de mayo de 2021  15:52,"100,00"
17571,24 de mayo de 2021  15:59,24 de mayo de 2021  16:00,"50,00"
32410,24 de mayo de 2021  16:10,24 de mayo de 2021  16:18,"75,00"
24436,24 de mayo de 2021  16:56,24 de mayo de 2021  16:58,"75,00"
33420,24 de mayo de 2021  18:27,24 de mayo de 2021  18:27,"75,00"
29419,24 de mayo de 2021  19:07,24 de mayo de 2021  19:12,"75,00"
32579,24 de mayo de 2021  22:16,24 de mayo de 2021  22:20,"50,00"
29859,24 de mayo de 2021  22:16,24 de mayo de 2021  22:20,"75,00"
26505,24 de mayo de 2021  22:21,24 de mayo de 2021  22:24,"75,00"
32450,24 de mayo de 2021  22:24,24 de mayo de 2021  22:24,"75,00"
26228,24 de mayo de 2021  22:24,24 de mayo de 2021  22:27,"25,00"
30062,24 de mayo de 2021  22:24,24 de mayo de 2021  22:25,"75,00"
26228,24 de mayo de 2021  22:28,24 de mayo de 2021  22:30,"75,00"
34387,24 de mayo de 2021  22:40,24 de mayo de 2021  22:41,"50,00"
30298,24 de mayo de 2021  22:48,24 de mayo de 2021  22:49,"75,00"
12290,24 de mayo de 2021  22:55,24 de mayo de 2021  22:55,"75,00"
32826,24 de mayo de 2021  22:57,24 de mayo de 2021  22:58,"50,00"
32826,24 de mayo de 2021  22:58,24 de mayo de 2021  22:59,"50,00"
29281,24 de mayo de 2021  22:59,24 de mayo de 2021  22:59,"75,00"
32826,24 de mayo de 2021  22:59,24 de mayo de 2021  23:00,"75,00"
32826,24 de mayo de 2021  23:01,24 de mayo de 2021  23:01,"100,00"
34901,24 de mayo de 2021  23:15,24 de mayo de 2021  23:16,"75,00"
28346,24 de mayo de 2021  23:20,24 de mayo de 2021  23:22,"75,00"
34484,24 de mayo de 2021  23:21,24 de mayo de 2021  23:24,"100,00"
33548,24 de mayo de 2021  23:23,28 de mayo de 2021  22:03,"75,00"
33870,24 de mayo de 2021  23:23,24 de mayo de 2021  23:24,"75,00"
33870,24 de mayo de 2021  23:24,24 de mayo de 2021  23:24,"100,00"
33870,24 de mayo de 2021  23:24,24 de mayo de 2021  23:25,"100,00"
34484,24 de mayo de 2021  23:25,24 de mayo de 2021  23:26,"75,00"
33870,24 de mayo de 2021  23:25,24 de mayo de 2021  23:25,"100,00"
34484,24 de mayo de 2021  23:26,24 de mayo de 2021  23:27,"75,00"
32475,24 de mayo de 2021  23:32,24 de mayo de 2021  23:35,"75,00"
32668,24 de mayo de 2021  23:36,24 de mayo de 2021  23:38,"100,00"
34028,24 de mayo de 2021  23:44,24 de mayo de 2021  23:49,"100,00"
34226,24 de mayo de 2021  23:49,24 de mayo de 2021  23:49,"75,00"
35277,24 de mayo de 2021  23:53,25 de mayo de 2021  16:08,"100,00"
35221,25 de mayo de 2021  00:04,25 de mayo de 2021  00:05,"100,00"
32323,25 de mayo de 2021  00:07,25 de mayo de 2021  00:08,"75,00"
34452,25 de mayo de 2021  00:15,25 de mayo de 2021  00:17,"50,00"
34452,25 de mayo de 2021  00:18,25 de mayo de 2021  00:21,"100,00"
33711,25 de mayo de 2021  00:32,25 de mayo de 2021  00:46,"25,00"
33405,25 de mayo de 2021  00:48,25 de mayo de 2021  00:48,"75,00"
33711,25 de mayo de 2021  00:48,25 de mayo de 2021  00:49,"100,00"
33301,25 de mayo de 2021  00:58,25 de mayo de 2021  00:59,"50,00"
33301,25 de mayo de 2021  00:59,25 de mayo de 2021  00:59,"100,00"
32981,25 de mayo de 2021  01:08,25 de mayo de 2021  01:10,"50,00"
32981,25 de mayo de 2021  01:10,25 de mayo de 2021  01:13,"25,00"
35009,25 de mayo de 2021  01:10,25 de mayo de 2021  01:15,"50,00"
32981,25 de mayo de 2021  01:13,25 de mayo de 2021  01:15,"75,00"
35009,25 de mayo de 2021  01:16,25 de mayo de 2021  01:18,"75,00"
32660,25 de mayo de 2021  01:20,25 de mayo de 2021  01:21,"100,00"
32195,25 de mayo de 2021  02:27,25 de mayo de 2021  02:28,"50,00"
32195,25 de mayo de 2021  02:28,25 de mayo de 2021  02:29,"100,00"
32969,25 de mayo de 2021  02:43,25 de mayo de 2021  02:44,"75,00"
30689,25 de mayo de 2021  07:39,25 de mayo de 2021  07:40,"75,00"
29589,25 de mayo de 2021  07:51,25 de mayo de 2021  07:52,"100,00"
34669,25 de mayo de 2021  08:08,1 de junio de 2021  08:10,"0,00"
32756,25 de mayo de 2021  08:19,25 de mayo de 2021  08:21,"100,00"
35393,25 de mayo de 2021  08:24,25 de mayo de 2021  08:25,"100,00"
34900,25 de mayo de 2021  08:48,25 de mayo de 2021  08:55,"100,00"
29945,25 de mayo de 2021  08:59,25 de mayo de 2021  09:00,"75,00"
33870,25 de mayo de 2021  09:00,25 de mayo de 2021  09:00,"50,00"
33870,25 de mayo de 2021  09:01,25 de mayo de 2021  09:01,"75,00"
33870,25 de mayo de 2021  09:01,25 de mayo de 2021  09:02,"100,00"
33870,25 de mayo de 2021  09:02,25 de mayo de 2021  09:02,"100,00"
33870,25 de mayo de 2021  09:03,25 de mayo de 2021  09:03,"100,00"
34199,25 de mayo de 2021  09:03,25 de mayo de 2021  09:16,"100,00"
26341,25 de mayo de 2021  09:29,25 de mayo de 2021  09:30,"75,00"
26341,25 de mayo de 2021  09:31,25 de mayo de 2021  09:32,"75,00"
29149,25 de mayo de 2021  09:34,25 de mayo de 2021  09:34,"75,00"
29149,25 de mayo de 2021  09:34,25 de mayo de 2021  09:35,"50,00"
33926,25 de mayo de 2021  10:32,25 de mayo de 2021  10:33,"75,00"
32225,25 de mayo de 2021  10:36,25 de mayo de 2021  10:37,"75,00"
29067,25 de mayo de 2021  10:44,25 de mayo de 2021  10:45,"50,00"
29067,25 de mayo de 2021  10:46,25 de mayo de 2021  10:46,"75,00"
28036,25 de mayo de 2021  11:09,25 de mayo de 2021  11:15,"75,00"
32375,25 de mayo de 2021  11:12,25 de mayo de 2021  11:14,"50,00"
32930,25 de mayo de 2021  11:31,25 de mayo de 2021  11:36,"100,00"
34941,25 de mayo de 2021  11:33,25 de mayo de 2021  11:39,"100,00"
30468,25 de mayo de 2021  11:33,25 de mayo de 2021  11:37,"100,00"
32981,25 de mayo de 2021  11:33,25 de mayo de 2021  11:37,"75,00"
32765,25 de mayo de 2021  11:40,25 de mayo de 2021  11:41,"100,00"
34087,25 de mayo de 2021  11:43,25 de mayo de 2021  11:54,"75,00"
23910,25 de mayo de 2021  11:49,25 de mayo de 2021  11:50,"75,00"
23910,25 de mayo de 2021  11:51,25 de mayo de 2021  11:52,"100,00"
23910,25 de mayo de 2021  11:52,25 de mayo de 2021  11:53,"100,00"
29475,25 de mayo de 2021  11:57,25 de mayo de 2021  11:59,"75,00"
32225,25 de mayo de 2021  11:59,25 de mayo de 2021  11:59,"25,00"
32317,25 de mayo de 2021  12:06,25 de mayo de 2021  12:15,"75,00"
33556,25 de mayo de 2021  12:15,25 de mayo de 2021  12:16,"50,00"
