id,hora_inicio,hora_fin,nota
34559,1 de junio de 2021  23:02,1 de junio de 2021  23:16,"50,00"
33468,1 de junio de 2021  23:05,1 de junio de 2021  23:17,"25,00"
33420,1 de junio de 2021  23:09,1 de junio de 2021  23:13,"75,00"
32523,1 de junio de 2021  23:12,1 de junio de 2021  23:14,"25,00"
33647,1 de junio de 2021  23:18,1 de junio de 2021  23:27,"75,00"
34675,1 de junio de 2021  23:26,1 de junio de 2021  23:45,"100,00"
27654,1 de junio de 2021  23:40,1 de junio de 2021  23:48,"25,00"
21822,1 de junio de 2021  23:41,1 de junio de 2021  23:45,"50,00"
32245,1 de junio de 2021  23:53,1 de junio de 2021  23:56,"50,00"
35067,2 de junio de 2021  00:11,2 de junio de 2021  00:12,"75,00"
32691,2 de junio de 2021  00:29,2 de junio de 2021  00:34,"100,00"
26180,2 de junio de 2021  00:32,2 de junio de 2021  00:33,"50,00"
31121,2 de junio de 2021  00:33,2 de junio de 2021  00:38,"75,00"
34239,2 de junio de 2021  01:05,9 de junio de 2021  01:10,"0,00"
29972,2 de junio de 2021  01:19,2 de junio de 2021  01:20,"50,00"
30398,2 de junio de 2021  02:03,2 de junio de 2021  02:05,"75,00"
33405,2 de junio de 2021  02:35,2 de junio de 2021  02:35,"25,00"
35198,2 de junio de 2021  03:25,2 de junio de 2021  04:26,"75,00"
32201,2 de junio de 2021  07:40,2 de junio de 2021  07:50,"50,00"
33534,2 de junio de 2021  09:00,2 de junio de 2021  09:01,"25,00"
15679,2 de junio de 2021  09:07,2 de junio de 2021  09:31,"75,00"
32828,2 de junio de 2021  09:13,2 de junio de 2021  09:15,"25,00"
33321,2 de junio de 2021  09:43,2 de junio de 2021  09:54,"50,00"
33497,2 de junio de 2021  10:00,2 de junio de 2021  10:04,"75,00"
32558,2 de junio de 2021  10:27,2 de junio de 2021  10:34,"75,00"
33123,2 de junio de 2021  10:34,2 de junio de 2021  10:50,"50,00"
24436,2 de junio de 2021  10:48,2 de junio de 2021  10:53,"0,00"
34647,2 de junio de 2021  11:12,2 de junio de 2021  11:17,"75,00"
23650,2 de junio de 2021  11:47,2 de junio de 2021  12:01,"75,00"
33984,2 de junio de 2021  11:55,2 de junio de 2021  11:57,"25,00"
32315,2 de junio de 2021  11:57,2 de junio de 2021  12:00,"75,00"
35128,2 de junio de 2021  11:59,2 de junio de 2021  12:41,"50,00"
20588,2 de junio de 2021  12:04,2 de junio de 2021  12:18,"75,00"
33719,2 de junio de 2021  12:13,2 de junio de 2021  12:37,"75,00"
