id,hora_inicio,hora_fin,nota
34495,12 de abril de 2021  18:42,13 de abril de 2021  09:37,63
17385,12 de abril de 2021  22:34,12 de abril de 2021  22:36,38
34459,12 de abril de 2021  22:40,12 de abril de 2021  22:42,50
34475,12 de abril de 2021  22:49,12 de abril de 2021  22:55,88
33647,12 de abril de 2021  22:53,14 de abril de 2021  14:10,100
29017,12 de abril de 2021  22:54,12 de abril de 2021  23:00,63
33468,12 de abril de 2021  23:11,13 de abril de 2021  20:40,75
34239,12 de abril de 2021  23:14,16 de abril de 2021  15:30,88
29874,12 de abril de 2021  23:38,12 de abril de 2021  23:44,50
25870,12 de abril de 2021  23:41,12 de abril de 2021  23:45,100
34708,12 de abril de 2021  23:43,12 de abril de 2021  23:52,75
32395,12 de abril de 2021  23:59,13 de abril de 2021  00:00,100
34684,13 de abril de 2021  00:10,19 de abril de 2021  21:47,100
30465,13 de abril de 2021  00:31,13 de abril de 2021  00:32,75
34292,13 de abril de 2021  00:37,13 de abril de 2021  01:00,75
34502,13 de abril de 2021  01:00,15 de abril de 2021  20:59,63
34173,13 de abril de 2021  01:03,13 de abril de 2021  01:08,75
29187,13 de abril de 2021  01:09,13 de abril de 2021  07:52,88
34271,13 de abril de 2021  08:36,13 de abril de 2021  08:46,88
32548,13 de abril de 2021  09:17,13 de abril de 2021  09:54,88
33575,13 de abril de 2021  09:25,13 de abril de 2021  09:32,75
29610,13 de abril de 2021  09:29,13 de abril de 2021  09:34,88
29540,13 de abril de 2021  09:46,13 de abril de 2021  10:09,75
30263,13 de abril de 2021  09:53,13 de abril de 2021  10:01,88
30038,13 de abril de 2021  10:10,13 de abril de 2021  10:15,75
30723,13 de abril de 2021  10:17,15 de abril de 2021  00:12,100
32225,13 de abril de 2021  10:30,13 de abril de 2021  11:06,88
33503,13 de abril de 2021  10:33,16 de abril de 2021  16:25,88
33865,13 de abril de 2021  10:39,13 de abril de 2021  10:44,88
33691,13 de abril de 2021  10:43,13 de abril de 2021  11:32,75
32785,13 de abril de 2021  10:45,13 de abril de 2021  10:47,100
24436,13 de abril de 2021  10:48,13 de abril de 2021  10:50,50
33371,13 de abril de 2021  10:56,13 de abril de 2021  11:10,100
25038,13 de abril de 2021  11:16,13 de abril de 2021  11:19,63
30241,13 de abril de 2021  11:16,13 de abril de 2021  11:22,63
32551,13 de abril de 2021  11:30,13 de abril de 2021  11:41,88
21487,13 de abril de 2021  11:32,13 de abril de 2021  11:39,75
30423,13 de abril de 2021  11:33,13 de abril de 2021  11:37,63
32233,13 de abril de 2021  11:36,13 de abril de 2021  11:40,100
34076,13 de abril de 2021  11:47,15 de abril de 2021  20:28,50
33179,13 de abril de 2021  11:58,13 de abril de 2021  12:00,100
33592,13 de abril de 2021  12:00,13 de abril de 2021  12:15,63
34602,13 de abril de 2021  12:11,13 de abril de 2021  12:15,50
32980,13 de abril de 2021  12:13,14 de abril de 2021  15:51,88
29578,13 de abril de 2021  12:14,13 de abril de 2021  12:24,75
24245,13 de abril de 2021  12:18,13 de abril de 2021  12:20,63
33960,13 de abril de 2021  12:24,13 de abril de 2021  12:33,63
26984,13 de abril de 2021  12:30,15 de abril de 2021  12:14,100
29384,13 de abril de 2021  12:31,13 de abril de 2021  13:44,88
34371,13 de abril de 2021  12:33,13 de abril de 2021  19:20,38
33078,13 de abril de 2021  12:35,13 de abril de 2021  13:12,50
33660,13 de abril de 2021  12:49,17 de abril de 2021  23:16,88
34586,13 de abril de 2021  12:52,15 de abril de 2021  15:47,50
32874,13 de abril de 2021  13:00,13 de abril de 2021  13:05,75
34311,13 de abril de 2021  13:00,13 de abril de 2021  13:05,100
30193,13 de abril de 2021  13:03,13 de abril de 2021  13:08,88
29556,13 de abril de 2021  13:04,13 de abril de 2021  13:10,88
29776,13 de abril de 2021  13:05,13 de abril de 2021  13:07,75
29591,13 de abril de 2021  13:15,13 de abril de 2021  13:26,88
30084,13 de abril de 2021  13:31,13 de abril de 2021  13:34,75
33619,13 de abril de 2021  13:31,13 de abril de 2021  13:37,63
30582,13 de abril de 2021  13:32,13 de abril de 2021  13:34,38
31125,13 de abril de 2021  13:36,14 de abril de 2021  13:09,75
33927,13 de abril de 2021  13:39,14 de abril de 2021  15:44,88
33265,13 de abril de 2021  13:50,13 de abril de 2021  13:57,75
29168,13 de abril de 2021  14:02,13 de abril de 2021  14:11,38
33046,13 de abril de 2021  14:04,13 de abril de 2021  14:20,75
