id,hora_inicio,hora_fin,nota
22368,24 de mayo de 2021  13:02,24 de mayo de 2021  13:07,"50,00"
30694,24 de mayo de 2021  13:09,24 de mayo de 2021  13:11,"100,00"
30694,24 de mayo de 2021  13:11,24 de mayo de 2021  13:14,"66,67"
30064,24 de mayo de 2021  13:41,24 de mayo de 2021  13:43,"100,00"
33201,24 de mayo de 2021  14:03,24 de mayo de 2021  14:09,"66,67"
33268,24 de mayo de 2021  14:03,24 de mayo de 2021  14:07,"66,67"
34372,24 de mayo de 2021  14:09,24 de mayo de 2021  14:25,"100,00"
29915,24 de mayo de 2021  14:15,24 de mayo de 2021  14:19,"83,33"
34041,24 de mayo de 2021  14:26,24 de mayo de 2021  14:28,"66,67"
34384,24 de mayo de 2021  14:40,24 de mayo de 2021  14:45,"66,67"
34297,24 de mayo de 2021  15:37,24 de mayo de 2021  15:50,"100,00"
33870,24 de mayo de 2021  15:47,24 de mayo de 2021  15:48,"100,00"
33327,24 de mayo de 2021  16:12,24 de mayo de 2021  16:51,"50,00"
33327,24 de mayo de 2021  16:55,24 de mayo de 2021  19:29,"83,33"
35018,24 de mayo de 2021  18:25,24 de mayo de 2021  18:34,"83,33"
33420,24 de mayo de 2021  19:42,24 de mayo de 2021  19:47,"66,67"
26859,24 de mayo de 2021  20:11,24 de mayo de 2021  20:15,"66,67"
26859,24 de mayo de 2021  20:16,24 de mayo de 2021  20:20,"100,00"
34276,24 de mayo de 2021  21:48,24 de mayo de 2021  21:50,"83,33"
34276,24 de mayo de 2021  21:51,24 de mayo de 2021  21:52,"50,00"
34276,24 de mayo de 2021  21:53,24 de mayo de 2021  21:54,"33,33"
34276,24 de mayo de 2021  21:55,24 de mayo de 2021  21:56,"66,67"
34276,24 de mayo de 2021  21:56,24 de mayo de 2021  21:58,"66,67"
32200,24 de mayo de 2021  22:08,24 de mayo de 2021  22:10,"50,00"
32386,24 de mayo de 2021  22:17,24 de mayo de 2021  22:20,"83,33"
32386,24 de mayo de 2021  22:20,24 de mayo de 2021  22:26,"100,00"
32386,24 de mayo de 2021  22:26,24 de mayo de 2021  22:33,"66,67"
32355,24 de mayo de 2021  22:33,24 de mayo de 2021  22:35,"66,67"
34058,24 de mayo de 2021  22:46,24 de mayo de 2021  22:50,"16,67"
26228,24 de mayo de 2021  23:09,24 de mayo de 2021  23:11,"83,33"
26505,24 de mayo de 2021  23:20,24 de mayo de 2021  23:23,"100,00"
12290,24 de mayo de 2021  23:26,24 de mayo de 2021  23:27,"83,33"
29980,24 de mayo de 2021  23:38,24 de mayo de 2021  23:41,"83,33"
28346,24 de mayo de 2021  23:45,24 de mayo de 2021  23:48,"50,00"
28346,24 de mayo de 2021  23:48,24 de mayo de 2021  23:53,"83,33"
34417,25 de mayo de 2021  00:18,25 de mayo de 2021  00:19,"50,00"
33554,25 de mayo de 2021  00:35,25 de mayo de 2021  00:39,"66,67"
33554,25 de mayo de 2021  00:40,25 de mayo de 2021  00:42,"83,33"
33554,25 de mayo de 2021  00:42,25 de mayo de 2021  00:46,"83,33"
33554,25 de mayo de 2021  00:47,25 de mayo de 2021  00:49,"83,33"
33554,25 de mayo de 2021  00:49,25 de mayo de 2021  00:51,"66,67"
33119,25 de mayo de 2021  01:23,25 de mayo de 2021  01:25,"33,33"
33119,25 de mayo de 2021  01:26,25 de mayo de 2021  01:28,"50,00"
33119,25 de mayo de 2021  01:28,25 de mayo de 2021  01:31,"83,33"
33301,25 de mayo de 2021  01:31,25 de mayo de 2021  01:32,"66,67"
33468,25 de mayo de 2021  01:46,25 de mayo de 2021  01:54,"83,33"
32981,25 de mayo de 2021  02:03,25 de mayo de 2021  02:05,"100,00"
32195,25 de mayo de 2021  02:46,25 de mayo de 2021  02:47,"66,67"
32195,25 de mayo de 2021  02:47,25 de mayo de 2021  02:48,"83,33"
7885,25 de mayo de 2021  07:32,25 de mayo de 2021  07:42,"50,00"
32756,25 de mayo de 2021  08:43,25 de mayo de 2021  08:44,"83,33"
24436,25 de mayo de 2021  09:29,25 de mayo de 2021  09:31,"66,67"
30062,25 de mayo de 2021  10:25,25 de mayo de 2021  10:29,"100,00"
33592,25 de mayo de 2021  10:46,25 de mayo de 2021  10:49,"100,00"
29067,25 de mayo de 2021  11:52,25 de mayo de 2021  11:57,"50,00"
23910,25 de mayo de 2021  12:00,25 de mayo de 2021  12:02,"83,33"
33900,25 de mayo de 2021  12:17,25 de mayo de 2021  12:20,"100,00"
30432,25 de mayo de 2021  12:20,25 de mayo de 2021  12:21,"66,67"
28036,25 de mayo de 2021  12:26,25 de mayo de 2021  12:29,"83,33"
33556,25 de mayo de 2021  12:49,25 de mayo de 2021  12:52,"50,00"
34274,25 de mayo de 2021  12:54,25 de mayo de 2021  12:58,"83,33"
